piSAcAxiByaH	piSAca-AxiByaH	{"input": "piSAcAxiByaH", "status": "success", "segmentation": ["piSAca-AxiByaH", "piSAca-aw-iByaH"], "morph": [{"word": "piSAca-", "stem": "piSAca", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "aw-", "stem": "ax#2", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "AxiByaH", "stem": "Axi", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. pl. abl.", "m. pl. dat.", "n. pl. abl.", "n. pl. dat.", "f. pl. abl.", "f. pl. dat."]}, {"word": "AxiByaH", "stem": "Axin", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. pl. abl.", "m. pl. dat.", "n. pl. abl.", "n. pl. dat."]}, {"word": "iByaH", "stem": "iBa", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["f. pl. nom."]}, {"word": "iByaH", "stem": "iBa", "root": "", "phase": "Vocv", "derivational_morph": "", "inflectional_morphs": ["f. pl. voc."]}], "source": "SH"}	found	not found
prAsAxAxIn	prAsAxa-AxIn	{"input": "prAsAxAxIn", "status": "success", "segmentation": ["prAsAxa-AxIn", "prAsa-axAxIn", "prAsa-aw-AxIn", "prAsa-Axa-AxIn", "prAsa-axa-AxIn"], "morph": [{"word": "prAsAxa-", "stem": "prAsAxa", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "prAsa-", "stem": "prAsa", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "axa-", "stem": "axa", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "Axa-", "stem": "Axa", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "aw-", "stem": "ax#2", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "axAxIn", "stem": "axAxi", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. pl. acc."]}, {"word": "AxIn", "stem": "Axi", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. pl. acc."]}], "source": "SH"}	found	not found
brahmAxIn	brahma-AxIn	{"input": "brahmAxIn", "status": "success", "segmentation": ["brahma-AxIn"], "morph": [{"word": "brahma-", "stem": "brahman", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "AxIn", "stem": "Axi", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. pl. acc."]}], "source": "SH"}	found	not found
cawurBujam	cawur-Bujam	{"input": "cawurBujam", "status": "success", "segmentation": ["cawuH-Bujam", "cawuH-Bu-jam"], "morph": [{"word": "cawuH-", "stem": "cawur", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "Bu-", "stem": "Bu", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "Bujam", "stem": "Buja", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["n. sg. acc.", "n. sg. nom."]}, {"word": "Bujam", "stem": "Buj#3", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc.", "f. sg. acc."]}, {"word": "Bujam", "stem": "Buja", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc."]}, {"word": "jam", "stem": "ja", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc."]}], "source": "SH"}	not found	found
govaswrAxIn	go-vaswra-AxIn	{"input": "govaswrAxIn", "status": "success", "segmentation": ["go-vaswra-AxIn"], "morph": [{"word": "go-", "stem": "go", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "vaswra-", "stem": "vaswra", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "AxIn", "stem": "Axi", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. pl. acc."]}], "source": "SH"}	found	not found
vERNavAxiByaH	vERNava-AxiByaH	{"input": "vERNavAxiByaH", "status": "success", "segmentation": ["vERNava-AxiByaH", "vERNava-aw-iByaH"], "morph": [{"word": "vERNava-", "stem": "vERNava", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "aw-", "stem": "ax#2", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "AxiByaH", "stem": "Axi", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. pl. abl.", "m. pl. dat.", "n. pl. abl.", "n. pl. dat.", "f. pl. abl.", "f. pl. dat."]}, {"word": "AxiByaH", "stem": "Axin", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. pl. abl.", "m. pl. dat.", "n. pl. abl.", "n. pl. dat."]}, {"word": "iByaH", "stem": "iBa", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["f. pl. nom."]}, {"word": "iByaH", "stem": "iBa", "root": "", "phase": "Vocv", "derivational_morph": "", "inflectional_morphs": ["f. pl. voc."]}], "source": "SH"}	found	not found
saSramam	sa-Sramam	{"input": "saSramam", "status": "success", "segmentation": ["sa-Sramam"], "morph": [{"word": "sa-", "stem": "sa#1", "root": "", "phase": "Iiy", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "Sramam", "stem": "Srama", "root": "", "phase": "Avya", "derivational_morph": "", "inflectional_morphs": ["ind."]}], "source": "SH"}	found	not found
baxXaparikaraH	baxXa-parikaraH	{"input": "baxXaparikaraH", "status": "success", "segmentation": ["baxXa-parikaraH"], "morph": [{"word": "baxXa-", "stem": "baxXa", "root": "banX", "phase": "Iikc", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "parikaraH", "stem": "parikara", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}], "source": "SH"}	found	not found
iwyAxiH	iwi-AxiH	{"input": "iwyAxiH", "status": "success", "segmentation": ["iwyAxiH", "iwi-AxiH", "iwya-AxiH"], "morph": [{"word": "iwi-", "stem": "iwi", "root": "", "phase": "Iicv", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "iwyAxiH", "stem": "iwyAxi", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom.", "f. sg. nom."]}, {"word": "iwya-", "stem": "iwya", "root": "i", "phase": "Iikv", "derivational_morph": "pfp. [1]", "inflectional_morphs": ["iic."]}, {"word": "AxiH", "stem": "Axi", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom.", "f. sg. nom."]}], "source": "SH"}	found	not found
rucipUrvakam	ruci-pUrvakam	{"input": "rucipUrvakam", "status": "success", "segmentation": ["ruci-pUrvakam"], "morph": [{"word": "ruci-", "stem": "ruci", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "pUrvakam", "stem": "pUrvaka", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc.", "n. sg. acc.", "n. sg. nom."]}], "source": "SH"}	found	not found
rAkeSanAmA	rAkeSa-nAmA	{"input": "rAkeSanAmA", "status": "success", "segmentation": ["rAkeSa-nAmA", "rAkA-ISa-nAmA"], "morph": [{"word": "rAkeSa-", "stem": "rAkeSa", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "rAkA-", "stem": "rAkA", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "ISa-", "stem": "ISa", "root": "", "phase": "Iicv", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "nAmA", "stem": "nAman", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}], "source": "SH"}	found	found
iwyAxiH	iwi-AxiH	{"input": "iwyAxiH", "status": "success", "segmentation": ["iwyAxiH", "iwi-AxiH", "iwya-AxiH"], "morph": [{"word": "iwi-", "stem": "iwi", "root": "", "phase": "Iicv", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "iwyAxiH", "stem": "iwyAxi", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom.", "f. sg. nom."]}, {"word": "iwya-", "stem": "iwya", "root": "i", "phase": "Iikv", "derivational_morph": "pfp. [1]", "inflectional_morphs": ["iic."]}, {"word": "AxiH", "stem": "Axi", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom.", "f. sg. nom."]}], "source": "SH"}	found	not found
iwyAxiH	iwi-AxiH	{"input": "iwyAxiH", "status": "success", "segmentation": ["iwyAxiH", "iwi-AxiH", "iwya-AxiH"], "morph": [{"word": "iwi-", "stem": "iwi", "root": "", "phase": "Iicv", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "iwyAxiH", "stem": "iwyAxi", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom.", "f. sg. nom."]}, {"word": "iwya-", "stem": "iwya", "root": "i", "phase": "Iikv", "derivational_morph": "pfp. [1]", "inflectional_morphs": ["iic."]}, {"word": "AxiH", "stem": "Axi", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom.", "f. sg. nom."]}], "source": "SH"}	found	not found
kESoryasulaBA	kESorya-sulaBA	{"input": "kESoryasulaBA", "status": "success", "segmentation": ["kESorya-sulaBA"], "morph": [{"word": "kESorya-", "stem": "kESorya", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "sulaBA", "stem": "sulaBa", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["f. sg. nom."]}], "source": "SH"}	found	not found
prawyunmuKIm	prawi-unmuKIm	{"input": "prawyunmuKIm", "status": "success", "segmentation": ["prawi-unmuKIm"], "morph": [{"word": "prawi-", "stem": "prawi", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "unmuKIm", "stem": "unmuKa", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["f. sg. acc."]}], "source": "SH"}	found	not found
sOwsukyAm	sa-OwsukyAm	{"input": "sOwsukyAm", "status": "success", "segmentation": ["sOwsukyAm"], "morph": [{"word": "sOwsukyAm", "stem": "sOwsukya", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["f. sg. acc."]}], "source": "SH"}	not found	not found
nawanewrayA	nawa-newrayA	{"input": "nawanewrayA", "status": "success", "segmentation": ["nawa-newrayA", "nawa-newra-yA"], "morph": [{"word": "nawa-", "stem": "nawa", "root": "nam", "phase": "Iikc", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "newra-", "stem": "newra", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "newrayA", "stem": "newra", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["f. sg. i."]}, {"word": "yA", "stem": "ya#2", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["f. sg. nom."]}], "source": "SH"}	found	found
nawanewraH	nawa-newraH	{"input": "nawanewraH", "status": "success", "segmentation": ["nawa-newraH"], "morph": [{"word": "nawa-", "stem": "nawa", "root": "nam", "phase": "Iikc", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "newraH", "stem": "newra", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}], "source": "SH"}	found	not found
sahqxayE	sa-hqxayE	{"input": "sahqxayE", "status": "unrecognized", "error": "SH could not recognize at least on chunk / word"}	unrecognized	unrecognized
AxiniXanA	Axi-niXanA	{"input": "AxiniXanA", "status": "success", "segmentation": ["Axi-niXanA", "Axini-XanA"], "morph": [{"word": "Axi-", "stem": "Axi", "root": "", "phase": "Iicv", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "Axi-", "stem": "Axin", "root": "", "phase": "Iicv", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "Axini-", "stem": "Axin", "root": "", "phase": "Iicv", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "niXanA", "stem": "niXana", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["f. sg. nom."]}, {"word": "XanA", "stem": "Xana", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["f. sg. nom."]}], "source": "SH"}	found	found
apUrvam	a-pUrvam	{"input": "apUrvam", "status": "success", "segmentation": ["apUrvam"], "morph": [{"word": "apUrvam", "stem": "apUrva", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc.", "n. sg. acc.", "n. sg. nom."]}], "source": "SH"}	not found	not found
apUrvAm	a-pUrvAm	{"input": "apUrvAm", "status": "success", "segmentation": ["apUrvAm"], "morph": [{"word": "apUrvAm", "stem": "apUrva", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["f. sg. acc."]}], "source": "SH"}	not found	not found
sahqxayasya	sa-hqxayasya	{"input": "sahqxayasya", "status": "success", "segmentation": ["sahqxayasya"], "morph": [{"word": "sahqxayasya", "stem": "sahqxaya", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. g.", "n. sg. g."]}], "source": "SH"}	not found	not found
waWAviXam	waWA-viXam	{"input": "waWAviXam", "status": "success", "segmentation": ["waWAviXam", "waWA-viXam"], "morph": [{"word": "waWA-", "stem": "waWA", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "waWAviXam", "stem": "waWAviXa", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc.", "n. sg. acc.", "n. sg. nom."]}, {"word": "viXam", "stem": "viX#2", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc.", "f. sg. acc."]}, {"word": "viXam", "stem": "viXA#2", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc.", "n. sg. acc.", "n. sg. nom."]}], "source": "SH"}	found	found
waWAviXAn	waWA-viXAn	{"input": "waWAviXAn", "status": "success", "segmentation": ["waWAviXAn", "waWA-viXAn"], "morph": [{"word": "waWA-", "stem": "waWA", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "waWAviXAn", "stem": "waWAviXa", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. pl. acc."]}, {"word": "viXAn", "stem": "viXA#2", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. pl. acc."]}], "source": "SH"}	found	not found
yaWAkaWaMciw	yaWA-kaWaMciw	{"input": "yaWAkaWaMciw", "status": "unrecognized", "error": "SH could not recognize at least on chunk / word"}	unrecognized	unrecognized
maXyaviwwAH	maXya-viwwAH	{"input": "maXyaviwwAH", "status": "success", "segmentation": ["maXya-viwwAH"], "morph": [{"word": "maXya-", "stem": "maXya", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "viwwAH", "stem": "viwwa", "root": "vix#2", "phase": "Kric", "derivational_morph": "pp.", "inflectional_morphs": ["f. pl. acc.", "f. pl. nom.", "m. pl. nom."]}, {"word": "viwwAH", "stem": "viwwa", "root": "vix#2", "phase": "Vokc", "derivational_morph": "pp.", "inflectional_morphs": ["f. pl. voc.", "m. pl. voc."]}], "source": "SH"}	found	not found
katibaxXAH	kati-baxXAH	{"input": "katibaxXAH", "status": "success", "segmentation": ["kati-baxXAH"], "morph": [{"word": "kati-", "stem": "kati", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "kati-", "stem": "katI", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "baxXAH", "stem": "baxXa", "root": "banX", "phase": "Kric", "derivational_morph": "pp.", "inflectional_morphs": ["f. pl. acc.", "f. pl. nom.", "m. pl. nom."]}, {"word": "baxXAH", "stem": "baxXa", "root": "banX", "phase": "Vokc", "derivational_morph": "pp.", "inflectional_morphs": ["f. pl. voc.", "m. pl. voc."]}], "source": "SH"}	found	not found
prApwavayaskAm	prApwa-vayaskAm	{"input": "prApwavayaskAm", "status": "success", "segmentation": ["prApwa-vayaskAm"], "morph": [{"word": "prApwa-", "stem": "pra-Apwa", "root": "pra-Ap", "phase": "Iikv", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "vayaskAm", "stem": "vayaska", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["f. sg. acc."]}], "source": "SH"}	found	found
vivAhAKyaH	vivAha-AKyaH	{"input": "vivAhAKyaH", "status": "success", "segmentation": ["vivAha-AKyaH"], "morph": [{"word": "vivAha-", "stem": "vivAha", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "AKyaH", "stem": "AKyA#2", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}], "source": "SH"}	found	found
evaMviXeRu	evaM-viXeRu	{"input": "evaMviXeRu", "status": "success", "segmentation": ["evam-viXeRu"], "morph": [{"word": "evam-", "stem": "evam", "root": "", "phase": "Iicv", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "viXeRu", "stem": "viXA#2", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. pl. loc.", "n. pl. loc."]}], "source": "SH"}	not found	not found
iwyAxiH	iwi-AxiH	{"input": "iwyAxiH", "status": "success", "segmentation": ["iwyAxiH", "iwi-AxiH", "iwya-AxiH"], "morph": [{"word": "iwi-", "stem": "iwi", "root": "", "phase": "Iicv", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "iwyAxiH", "stem": "iwyAxi", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom.", "f. sg. nom."]}, {"word": "iwya-", "stem": "iwya", "root": "i", "phase": "Iikv", "derivational_morph": "pfp. [1]", "inflectional_morphs": ["iic."]}, {"word": "AxiH", "stem": "Axi", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom.", "f. sg. nom."]}], "source": "SH"}	found	not found
puswakAxInAm	puswaka-AxInAm	{"input": "puswakAxInAm", "status": "success", "segmentation": ["puswaka-AxInAm", "puswaka-axInAm", "puswaka-Axi-inAm"], "morph": [{"word": "puswaka-", "stem": "puswaka", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "Axi-", "stem": "Axi", "root": "", "phase": "Iicv", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "Axi-", "stem": "Axin", "root": "", "phase": "Iicv", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "axInAm", "stem": "axIna", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["f. sg. acc."]}, {"word": "AxInAm", "stem": "Axi", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. pl. g.", "n. pl. g.", "f. pl. g."]}, {"word": "inAm", "stem": "ina", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["f. sg. acc."]}], "source": "SH"}	found	not found
aRtapuwrAH	aRta-puwrAH	{"input": "aRtapuwrAH", "status": "success", "segmentation": ["aRta-puwrAH", "aRta-pu-wrAH"], "morph": [{"word": "aRta-", "stem": "aRtan", "root": "", "phase": "Iicv", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "aRta-", "stem": "aRta", "root": "aS#1", "phase": "Iikv", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "pu-", "stem": "pU#2", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "puwrAH", "stem": "puwra", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. pl. nom."]}, {"word": "puwrAH", "stem": "puwra", "root": "", "phase": "Vocc", "derivational_morph": "", "inflectional_morphs": ["m. pl. voc."]}, {"word": "wrAH", "stem": "wra", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. pl. nom.", "f. pl. acc.", "f. pl. nom."]}, {"word": "wrAH", "stem": "wra", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["m. pl. voc.", "f. pl. voc."]}], "source": "SH"}	found	not found
niruwwarA	nir-uwwarA	{"input": "niruwwarA", "status": "success", "segmentation": ["niruwwarA"], "morph": [{"word": "niruwwarA", "stem": "niruwwara", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["f. sg. nom."]}], "source": "SH"}	not found	not found
jFAwayOvanA	jFAwa-yOvanA	{"input": "jFAwayOvanA", "status": "success", "segmentation": ["jFAwa-yOvanA"], "morph": [{"word": "jFAwa-", "stem": "jFAwa", "root": "jFA#1", "phase": "Iikc", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "yOvanA", "stem": "yOvana", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["f. sg. nom."]}], "source": "SH"}	found	found
pariNAmamuKI	pariNAma-muKI	{"input": "pariNAmamuKI", "status": "success", "segmentation": ["pariNAma-muKI"], "morph": [{"word": "pariNAma-", "stem": "pariNAma", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "muKI", "stem": "muKa", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["f. sg. nom."]}], "source": "SH"}	found	found
aXo muKI	aXaH-muKI	{"input": "aXo muKI", "status": "success", "segmentation": ["aXaH ?muKI"], "morph": [{"word": "aXaH", "stem": "aXas", "root": "", "phase": "Inde", "derivational_morph": "", "inflectional_morphs": ["ind."]}, {"word": "muKI", "stem": "", "root": "", "phase": "Unknown", "derivational_morph": "", "inflectional_morphs": ["?"]}], "source": "SH"}	not found	not found
nirmamam	nir-mamam	{"input": "nirmamam", "status": "success", "segmentation": ["nirmamam"], "morph": [{"word": "nirmamam", "stem": "nirmama", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc.", "n. sg. acc.", "n. sg. nom."]}], "source": "SH"}	not found	not found
pUrNavayaskaH	pUrNa-vayaskaH	{"input": "pUrNavayaskaH", "status": "success", "segmentation": ["pUrNa-vayaskaH"], "morph": [{"word": "pUrNa-", "stem": "pUrNa", "root": "pQ", "phase": "Iikc", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "vayaskaH", "stem": "vayaska", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}], "source": "SH"}	found	found
jAwinAmnA	jAwi-nAmnA	{"input": "jAwinAmnA", "status": "success", "segmentation": ["jAwi-nAmnA"], "morph": [{"word": "jAwi-", "stem": "jAwi", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "nAmnA", "stem": "nAman", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. i."]}, {"word": "nAmnA", "stem": "nAman", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["n. sg. i."]}], "source": "SH"}	found	found
saSraxXam	sa-SraxXam	{"input": "saSraxXam", "status": "success", "segmentation": ["sa-SraxXam"], "morph": [{"word": "sa-", "stem": "sa#1", "root": "", "phase": "Iiy", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "SraxXam", "stem": "SraxXA#2", "root": "", "phase": "Avya", "derivational_morph": "", "inflectional_morphs": ["ind."]}], "source": "SH"}	found	not found
saSraxXam	sa-SraxXam	{"input": "saSraxXam", "status": "success", "segmentation": ["sa-SraxXam"], "morph": [{"word": "sa-", "stem": "sa#1", "root": "", "phase": "Iiy", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "SraxXam", "stem": "SraxXA#2", "root": "", "phase": "Avya", "derivational_morph": "", "inflectional_morphs": ["ind."]}], "source": "SH"}	found	not found
sasuKam	sa-suKam	{"input": "sasuKam", "status": "success", "segmentation": ["sa-suKam"], "morph": [{"word": "sa-", "stem": "sa#1", "root": "", "phase": "Iiy", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "suKam", "stem": "suKa", "root": "", "phase": "Avya", "derivational_morph": "", "inflectional_morphs": ["ind."]}, {"word": "suKam", "stem": "suKA", "root": "", "phase": "Avya", "derivational_morph": "", "inflectional_morphs": ["ind."]}], "source": "SH"}	found	not found
saSraxXam	sa-SraxXam	{"input": "saSraxXam", "status": "success", "segmentation": ["sa-SraxXam"], "morph": [{"word": "sa-", "stem": "sa#1", "root": "", "phase": "Iiy", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "SraxXam", "stem": "SraxXA#2", "root": "", "phase": "Avya", "derivational_morph": "", "inflectional_morphs": ["ind."]}], "source": "SH"}	found	not found
samakAlam	sama-kAlam	{"input": "samakAlam", "status": "success", "segmentation": ["sama-kAlam", "samaka-alam", "samaka-Alam"], "morph": [{"word": "samaka-", "stem": "samaka", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "sama-", "stem": "sama", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "kAlam", "stem": "kAla#1", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["n. sg. acc.", "n. sg. nom."]}, {"word": "kAlam", "stem": "kAla#1", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc."]}, {"word": "kAlam", "stem": "kAla#2", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc.", "n. sg. acc.", "n. sg. nom."]}, {"word": "alam", "stem": "ala", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc."]}, {"word": "Alam", "stem": "Ala", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc."]}, {"word": "alam", "stem": "ala", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["n. sg. acc.", "n. sg. nom."]}, {"word": "Alam", "stem": "Ala", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["n. sg. acc.", "n. sg. nom."]}], "source": "SH"}	found	found
sayawnam	sa-yawnam	{"input": "sayawnam", "status": "success", "segmentation": ["sayawnam", "sa-yawnam"], "morph": [{"word": "sayawnam", "stem": "sayawna", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc.", "n. sg. acc.", "n. sg. nom."]}, {"word": "sa-", "stem": "sa#1", "root": "", "phase": "Iiy", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "yawnam", "stem": "yawna", "root": "", "phase": "Avya", "derivational_morph": "", "inflectional_morphs": ["ind."]}], "source": "SH"}	found	not found
