index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अ-	2	अव्यक्तोऽयमचिन्त्योऽयमविकार्योऽयमुच्यते	अ	अ	नञ्-तत्पुरुषः,1.2	नञ्-तत्पुरुषः,1.2	CP	अव्यक्त	unmanifest	<न-व्यक्तः>Tn	-
1.2	व्यक्तः	-	-	व्यक्त{पुं;1;एक}	व्यक्त{पुं;1;एक}	कर्मसमानाधिकरणम्,2.1.1	कर्मसमानाधिकरणम्,2.1.1	N1				-
2.1	अयम्	1		अय{पुं;2;एक}/इदम्{पुं;1;एक}	इदम्{पुं;1;एक}	कर्म,2.1.1	कर्म,2.1.1	N1	यह	this_soul	-	-
2.1.1	(उच्यते)	3		(उच्यत्{पुं;4;एक}/उच्यत्{नपुं;4;एक}/उच्1{भावे;लट्;प्र;एक;आत्मनेपदी;उचँ;दिवादिः}/वच्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;वचँ;अदादिः}/ब्रू1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;ब्रूञ्;अदादिः})	(वच्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;वचँ;अदादिः})	अभिहित_कर्म,2.1	अभिहित_कर्म,2.1	KP	(कहा_जाता_है)	spoken_of_as	-	-
3.1	अ-	5		अ	अ	नञ्-तत्पुरुषः,3.2	नञ्-तत्पुरुषः,3.2	CP	अचिन्त्य	incomprehensible	<न-चिन्त्यः>Tn	-
3.2	चिन्त्यः	-	-	चिन्त्य{पुं;1;एक}/चित्2{यत्;चितिँ;चुरादिः(चिन्त्य;ना;पुं;1;एक)}	चित्2{यत्;चितिँ;चुरादिः(चिन्त्य;ना;पुं;1;एक)}	कर्मसमानाधिकरणम्,4.1.1	कर्मसमानाधिकरणम्,4.1.1	N1				-
4.1	अयम्	4		अय{पुं;2;एक}/इदम्{पुं;1;एक}	इदम्{पुं;1;एक}	कर्म,4.1.1	कर्म,4.1.1	N1	यह_(आत्मा)	this_soul	-	-
4.1.1	(उच्यते)	6		(उच्यत्{पुं;4;एक}/उच्यत्{नपुं;4;एक}/उच्1{भावे;लट्;प्र;एक;आत्मनेपदी;उचँ;दिवादिः}/वच्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;वचँ;अदादिः}/ब्रू1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;ब्रूञ्;अदादिः})	(वच्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;वचँ;अदादिः})	अभिहित_कर्म,4.1;सकर्मकः.1	अभिहित_कर्म,4.1;सकर्मकः.1	KP	(कहा_जाता_है)	spoken_of_as	-	-
5.1	अ-	8		अ	अ	नञ्-तत्पुरुषः,5.2	नञ्-तत्पुरुषः,5.2	CP	विकाररहित	immutable	<न-विकार्यः>Tn	-
5.2	विकार्यः	-	-	वि_कृ1{ण्यत्;कॄ;तुदादिः(विकार्य;ना;पुं;1;एक)}/वि_कृ3{ण्यत्;डुकृञ्;तनादिः(विकार्य;ना;पुं;1;एक)}/वि_कृ2{ण्यत्;कृञ्;स्वादिः(विकार्य;ना;पुं;1;एक)} 	वि_कृ3{ण्यत्;डुकृञ्;तनादिः(विकार्य;ना;पुं;1;एक)}	कर्मसमानाधिकरणम्,7.1	कर्मसमानाधिकरणम्,7.1	N1				-
6.1	अयम्	7		अय{पुं;2;एक}/इदम्{पुं;1;एक}	इदम्{पुं;1;एक}	कर्म,7.1	कर्म,7.1	N1	यह	this_soul	-	-
7.1	उच्यते	9		उच्यत्{पुं;4;एक}/उच्यत्{नपुं;4;एक}/उच्1{भावे;लट्;प्र;एक;आत्मनेपदी;उचँ;दिवादिः}/वच्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;वचँ;अदादिः}/ब्रू1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;ब्रूञ्;अदादिः}	वच्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;वचँ;अदादिः}	अभिहित_कर्म,6.1;सकर्मकः.1	अभिहित_कर्म,6.1;सकर्मकः.1	KP	कहा_जाता_है	spoken_of_as	-	-
8.1	तस्मात्	10	तस्मादेवं	तस्मात्{अव्य}/तद्{पुं;5;एक}/तद्{नपुं;5;एक}	तद्{पुं;5;एक}	हेतुः,10.1	हेतुः,10.1	N5	इसलिये	therefore	-	-
9.1	एवम्	12		एवम्{अव्य}	एवम्{अव्य}	क्रियाविशेषणम्,10.1	क्रियाविशेषणम्,10.1	NA	ऐसा	as_such	-	-
10.1	विदित्वा	13	विदित्वैनं	विद्1{कृत्_प्रत्ययः:क्त्वा;विदँ;अदादिः}	विद्1{कृत्_प्रत्ययः:क्त्वा;विदँ;अदादिः}	पूर्वकालः,14.1	पूर्वकालः,14.1	NA	जानकर	knowing_it	-	-
11.1	एनम्	11		इदम्{पुं;2;एक}	इदम्{पुं;2;एक}	कर्म,10.1	कर्म,10.1	N2	इसको	this_soul	-	-
12.1	न	16	नानुशोचितुमर्हसि	न{अव्य}	न{अव्य}	प्रतिषेधः,14.1	प्रतिषेधः,14.1	NA	नहीं	not	-	-
13.1	अनुशोचितुम्	15		अनु_शुच्1(अव्य्;तुमुन्;शुचँ;भ्वादिः)	अनु_शुच्1{कृत्_प्रत्ययः:तुमुन्;अनु_शुचँ;भ्वादिः}	तुमुन्कर्म,14.1	तुमुन्कर्म,14.1	NA	शोके_करने_के	grieve	-	-
14.1	अर्हसि	17		अर्ह्1{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;भ्वादिः}/अर्ह्2{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;चुरादिः}	अर्ह्1{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;भ्वादिः}	अभिहित_कर्ता,14.1.1;अकर्मकः.1	अभिहित_कर्ता,14.1.1;अकर्मकः.1	KP	योग्य_हो	should	-	-
14.1.1	(त्वम्)	14		(युष्मद्{सर्वनाम;1;एक})	(युष्मद्{सर्वनाम;1;एक})	कर्ता,14.1	कर्ता,14.1	N1	(तुम)	you	-	-
index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अथ	1	अथ	अथ{अव्य}	अथ{अव्य}	सम्बन्धः,6.1;नित्य_सम्बन्धः,8.1	सम्बन्धः,6.1;नित्य_सम्बन्धः,8.1	NA	किंतु	if	-	-
1.1.1	च		चैनं	च{अव्य}	च{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA				
2.1	एनम्	3		इदम्{पुं;2;एक}	इदम्{पुं;2;एक}	कर्म,6.1	कर्म,6.1	N2	इसको	this_soul	-	-
3.1	नित्य-	4	नित्यजातं	नित्य	नित्य	कर्मधारयः,3.2	कर्मधारयः,3.2	CP	सदा_जन्म_लेनेवाला	constantly_born	<नित्य-जातम्>K1	-
3.2	जातम्	-	-	जात{पुं;2;एक}/जात{नपुं;1;एक}/जात{नपुं;2;एक}	जात{पुं;2;एक}	अन्यतरः,7.1	अन्यतरः,7.1	N2				-
4.1	नित्यम्	5	नित्यं	नित्य{पुं;2;एक}/नित्य{नपुं;1;एक}/नित्य{नपुं;2;एक}	नित्य{नपुं;2;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N2	सदा	constantly	-	-
5.1	वा	7	वा	वा{अव्य}	वा{अव्य}	अन्यतर_द्योतकः,7.1	अन्यतर_द्योतकः,7.1	NA	तथा	also	-	-
6.1	मन्यसे	8	मन्यसे	मन्1{कर्मणि;लट्;म;एक;आत्मनेपदी;मनँ;दिवादिः}/मन्2{कर्मणि;लट्;म;एक;आत्मनेपदी;मनुँ;तनादिः}	मन्1{कर्तरि;लट्;म;एक;आत्मनेपदी;मनँ;दिवादिः}	अभिहित_कर्ता,7.1.1;सकर्मकः.1	अभिहित_कर्ता,7.1.1;सकर्मकः.1	KP	मानते_हो	should_suppose	-	-
7.1	मृतम्	6	मृतम्	मृत{पुं;2;एक}/मृत{नपुं;1;एक}/मृत{नपुं;2;एक}	मृत{नपुं;2;एक}	कर्मसमानाधिकरणम्,6.1	कर्मसमानाधिकरणम्,6.1	N2	मरनेवाला	dead	-	-
7.1.1	(त्वम्)	2		(युष्मद्{सर्वनाम;1;एक})	(युष्मद्{सर्वनाम;1;एक})	कर्ता,6.1	कर्ता,14.1#कर्ता,6.1	N1	(तुम)	you	-	-
8.1	तथापि	9	तथापि	तथापि{अव्य}	तथापि{अव्य}	सम्बन्धः,14.1	सम्बन्धः,14.1	NA	तो_भी	even_then	-	-
9.1	त्वम्	11	त्वं	(युष्मद्{सर्वनाम;1;एक})	(युष्मद्{सर्वनाम;1;एक})	कर्ता,14.1	कर्ता,6.1#कर्ता,14.1	N1	तुम	you	-	-
10.1	महा-	10	महाबाहो	महा	महा	बहुव्रीहिः,10.2	बहुव्रीहिः,10.2	CP	हे_महाबाहो	O_mighty-armed_one	<महत्-बाहो>Bs6	-
10.2	बाहो	-	-	बाहु{पुं;8;एक}	बाहु{पुं;8;एक}	सम्बोध्यः,14.1	सम्बोध्यः,14.1	N8				-
11.1	न	14	नैवं	न{अव्य}	न{अव्य}	प्रतिषेधः,14.1	प्रतिषेधः,14.1	NA	नहीं	not	-	-
12.1	एवम्	12		एवम्{अव्य}	एवम्{अव्य}	क्रियाविशेषणम्,13.1	क्रियाविशेषणम्,13.1	NA	इस_प्रकार	like_this	-	-
13.1	शोचितुम्	13	शोचितुमर्हसि	शुच्1{कृत्_प्रत्ययः:तुमुन्;शुचँ;भ्वादिः}/शुच्2{कृत्_प्रत्ययः:तुमुन्;ईँशुचिँर्;दिवादिः}	शुच्1{कृत्_प्रत्ययः:तुमुन्;शुचँ;भ्वादिः}	प्रयोजनम्,14.1	प्रयोजनम्,14.1	NA	शोक_करने_के_लिए	grieve	-	-
14.1	अर्हसि	15		अर्ह्1{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;भ्वादिः}/अर्ह्2{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;चुरादिः}	अर्ह्1{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;भ्वादिः}	अभिहित_कर्ता,9.1;सकर्मकः.1	अभिहित_कर्ता,9.1;सकर्मकः.1	KP	योग्य_हो	should	-	-
index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	जातस्य	2	जातस्य	जात{पुं;6;एक}/जात{नपुं;6;एक}	जात{पुं;6;एक}	षष्ठीसम्बन्धः,4.1	षष्ठीसम्बन्धः,4.1	N6	जन्मे_हुए_की	one_who_is_born	-	-
2.1	हि	1	हि	हि{अव्य}	हि{अव्य}	सम्बन्धः,4.1.1	सम्बन्धः,4.1.1	NA	क्योंकि	for	-	-
3.1	ध्रुवः	4	ध्रुवो	ध्रुव{पुं;1;एक}	ध्रुव{पुं;1;एक}	विधेय_विशेषणम्,4.1	विधेय_विशेषणम्,4.1	N1	निश्चित	certain	-	-
4.1	मृत्युः	3	मृत्युर्ध्रुवं	मृत्यु{पुं;1;एक}	मृत्यु{पुं;1;एक}	कर्ता,4.1.1	कर्ता,4.1.1	N1	मृत्यु	death	-	-
4.1.1	(अस्ति)	5		(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,4.1;अकर्मकः.1	अभिहित_कर्ता,4.1;अकर्मकः.1	KP	(है)	is	-	-
5.1	ध्रुवम्	9		ध्रुव{पुं;2;एक}/ध्रुव{नपुं;1;एक}/ध्रुव{नपुं;2;एक}	ध्रुव{नपुं;1;एक}	विधेय_विशेषणम्,6.1	विधेय_विशेषणम्,6.1	N1	निश्चित	inevitable	-	-
6.1	जन्म	8	जन्म	जन्म{नपुं;8;एक}/जन्मन्{नपुं;1;एक}/जन्मन्{नपुं;2;एक}	जन्मन्{नपुं;1;एक}	कर्ता,8.1.1	कर्ता,8.1.1	N1	जन्म	rebirth	-	-
7.1	मृतस्य	7	मृतस्य	मृत{पुं;6;एक}/मृत{नपुं;6;एक}	मृत{नपुं;6;एक}	षष्ठीसम्बन्धः,6.1	षष्ठीसम्बन्धः,6.1	N6	मरे_हुए_का	for_the_dead	-	-
8.1	च	6	च	च{अव्य}	च{अव्य}	सम्बन्धः,8.1.1	सम्बन्धः,8.1.1	NA	और	and	-	-
8.1.1	(अस्ति)	10		(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,6.1;अकर्मकः.1	अभिहित_कर्ता,6.1;अकर्मकः.1	KP	(है)	is	-	-
9.1	तस्मात्	11	तस्मादपरिहार्येऽर्थे	तस्मात्{अव्य}/तद्{पुं;5;एक}/तद्{नपुं;5;एक}	तद्{पुं;5;एक}	हेतुः,15.1	हेतुः,15.1	N5	इससे	therefore	-	-
10.1	अ-	12			अ	नञ्-तत्पुरुषः,10.2	नञ्-तत्पुरुषः,10.2	CP	बिना_उपायवाले	the_inevitable	<न-परिहार्ये>Tn	-
10.2	परिहार्ये	-	-	परिहार्या{स्त्री;1;द्वि}/परिहार्या{स्त्री;2;द्वि}/परिहार्या{स्त्री;8;एक}/परिहार्या{स्त्री;8;द्वि}/ परिहार्य{नपुं;8;द्वि}/परिहार्य{नपुं;1;द्वि}/परिहार्य{नपुं;2;द्वि}/परि_हृ1{ण्यत्;हृञ्;भ्वादिः(परिहार्य;ना;पुं;7;एक)}/परि_हृ1{ण्यत्;हृञ्; भ्वादिः(परिहार्य;ना;नपुं;1;द्वि)}/परि_हृ1{ण्यत्;हृञ्;भ्वादिः(परिहार्य;ना;नपुं;2;द्वि)}/परि_हृ1{ण्यत्;हृञ्;भ्वादिः(परिहार्य;ना;नपुं;7;एक)}/परि_हृ1{ण्यत्;हृञ्;भ्वादिः(परिहार्य;ना;नपुं;8;द्वि)}/ परि_हृ1{ण्यत्;हृञ्;भ्वादिः(परिहार्य;ना;स्त्री;1;द्वि)}/परि_हृ1{ण्यत्;हृञ्;भ्वादिः(परिहार्य;ना;स्त्री;2;द्वि)}/परि_हृ1{ण्यत्;हृञ्;भ्वादिः(परिहार्य;ना;स्त्री;8;एक)}/परि_हृ1{ण्यत्;हृञ्;भ्वादिः(परिहार्य;ना;स्त्री;8;द्वि)}/परि_हृ1{ण्यत्;हृञ्;भ्वादिः(परिहार्य;ना;पुं;7;एक)}	परि_हृ1{ण्यत्;हृञ्;भ्वादिः(परिहार्य;ना;पुं;7;एक)}	विशेषणम्,11.1	विशेषणम्,11.1	N7				-
11.1	अर्थे	13		अर्थ{पुं;7;एक}/अर्थ{नपुं;1;द्वि}/अर्थ{नपुं;2;द्वि}/अर्थ{नपुं;7;एक}/अर्थ{नपुं;8;द्वि}	अर्थ{पुं;7;एक}	अधिकरणम्,15.1	अधिकरणम्,15.1	N7	विषय_में	in_this_matter	-	-
12.1	न	16	न	न{अव्य}	न{अव्य}	प्रतिषेधः,15.1	प्रतिषेधः,15.1	NA	नहीं	not	-	-
13.1	त्वम्	14	त्वं	युष्मद्{सर्वनाम;1;एक}	युष्मद्{सर्वनाम;1;एक}	कर्ता,15.1	कर्ता,15.1	N1	तुम	you	-	-
14.1	शोचितुम्	15	शोचितुमर्हसि	शुच्1{कृत्_प्रत्ययः:तुमुन्;शुचँ;भ्वादिः}/शुच्2{कृत्_प्रत्ययः:तुमुन्;ईँशुचिँर्;दिवादिः}	शुच्1{कृत्_प्रत्ययः:तुमुन्;शुचँ;भ्वादिः}	तुमुन्कर्म,15.1	तुमुन्कर्म,15.1	NA	शोक_करने_के_लिए	grieve_over	-	-
15.1	अर्हसि	17		अर्ह्1{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;भ्वादिः}/अर्ह्2{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;चुरादिः}	अर्ह्1{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;भ्वादिः}	अभिहित_कर्ता,13.1;अकर्मकः.1	अभिहित_कर्ता,13.1;अकर्मकः.1	KP	योग्य_हो	should	-	-
index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अ-	3	अव्यक्तादीनि	अ	अ	नञ्‌-तत्पुरुषः,1.2	नञ्‌-तत्पुरुषः,1.2	CP	जन्म_से_पहले_अप्रकट_थे	in_the_beginning_unmanifested	<<न-व्यक्त>Tn-आदीनि>Bs6	-
1.2	व्यक्त-	-	-	व्यक्त	व्यक्त	बहुव्रीहिः,1.3	बहुव्रीहिः,1.3	CP				-
1.3	आदीनि	-	-	आदि{नपुं;1;बहु}/आदि{नपुं;2;बहु}	आदिन्{नपुं;1;बहु}	समुच्चितः,5.3	समुच्चितः,5.3	N1				-
2.1	भूतानि	2	भूतानि	भूत{नपुं;1;बहु}/भूत{नपुं;2;बहु}/भूत{नपुं;8;बहु}	भूत{नपुं;1;बहु}	कर्ता,6.1.1	कर्ता,9.1#कर्ता,6.1.1	N1	सम्पूर्ण_प्राणी	all_beings	-	-
3.1	व्यक्त-	4	व्यक्तमध्यानि	व्यक्त	व्यक्त	बहुव्रीहिः,3.2	बहुव्रीहिः,3.2	CP	बीच_में_ही_प्रकट_हैं	manifested_in_the_interim_between_birth_and_death	<व्यक्त-मध्यानि>Bs6	-
3.2	मध्यानि	-	-	मध्य{नपुं;1;बहु}/मध्य{नपुं;2;बहु}	मध्य{नपुं;1;बहु}	समुच्चितः,5.3	समुच्चितः,5.3	N1				-
4.1	भारत	1	भारत	भारत{नपुं;8;एक}/भारत{पुं;8;एक}	भारत{पुं;8;एक}	सम्बोध्यः,9.1.1	सम्बोध्यः,9.1.1	N8	हे_अर्जुन	O_descendant_of_Bharata	-	-
5.1	अ-	5	अव्यक्तनिधनान्येव	अ	अ	नञ्‌-तत्पुरुषः,5.2	नञ्‌-तत्पुरुषः,5.2	CP	मरने_के_बाद_भी_अप्रकट_हो_जानेवाले	all_that_are_vanquished_and_became_unmanifested	<न-<व्यक्त-निधनानि>Ds>Bsmn	-
5.2	व्यक्त-	-	-	व्यक्त	व्यक्त	बहुव्रीहिः ,5.3	बहुव्रीहिः ,5.3	CP				-
5.3	निधनानि	-	-	निधन{नपुं;1;बहु}/निधन{नपुं;2;बहु}	निधन{नपुं;1;बहु}	विधेय_विशेषणम्,2.1	विधेय_विशेषणम्,2.1	N1				-
5.1.1	(च)	6		(च{अव्य})	(च{अव्य})	समुच्चय_द्योतकः,5.3	समुच्चय_द्योतकः,5.3	NA	(और)	and	-	-
6.1	एव	7		एव{अव्य}	एव{अव्य}	सम्बन्धः,5.3	सम्बन्धः,5.3	NA	ही	and	-	-
6.1.1	(सन्ति)	8		(अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः}	(अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः}	अभिहित_कर्ता,2.1;अकर्मकः.1	अभिहित_कर्ता,2.1;अकर्मकः.1	KP	-	-	-	-
7.1	तत्र	9	तत्र	तत्र{अव्य}	तत्र{अव्य}	अधिकरणम्,9.1.1	अधिकरणम्,9.1.1	NA	वहाँ_(ऐसी_स्थिति_में)	therefore	-	-
8.1	का	10	का	किम्{स्त्री;1;एक}	किम्{स्त्री;1;एक}	सम्बन्धः,9.1.1	सम्बन्धः,9.1.1	N1	क्या	what_occasion	-	-
9.1	परिदेवना	11	परिदेवना	परिदेवना{स्त्री;1;एक}	परि_दिव्1{कृत्_प्रत्ययः:ल्युट्;परि_दिवुँ;दिवादिः;स्त्री}{1;एक}	कर्ता,9.1.1	कर्ता,9.1.1	N1	शोक_करना	for_lamentation	-	-
9.1.1	(अस्ति)	12		(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अभिहित_कर्ता,9.1;अकर्मकः.1	अभिहित_कर्ता,9.1;अकर्मकः.1	KP	-	-	-	-
index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	आश्चर्यवत्	3	आश्चर्यवत्पश्यति	आश्चर्यवत्{नपुं;1;एक}/आश्चर्यवत्{नपुं;2;एक}/आश्चर्यवत्{नपुं;8;एक}	आश्चर्यवत्{अव्य}	क्रियाविशेषणम्,2.1	क्रियाविशेषणम्,2.1	NA	आश्चर्य_की_भाँति	as_marvellous	-	-
2.1	पश्यति	4		पश्यत्{पुं;7;एक}/पश्यत्{नपुं;7;एक}/दृश्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	दृश्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	अभिहित_कर्ता,3.1;सकर्मकः.1	अभिहित_कर्ता,3.1;सकर्मकः.1	KP	देखता_है	perceives	-	-
3.1	कश्चित्	1	कश्चिदेनमाश्चर्यवद्वदति	कश्चित्{अव्य}/किञ्चित्{पुं;1;एक}	किञ्चित्{पुं;1;एक}	कर्ता,2.1	कर्ता,2.1	N1	कोई_(महापुरुष)	anyone	-	-
4.1	एनम्	2		इदम्{पुं;2;एक}	इदम्{पुं;2;एक}	कर्म,2.1	कर्म,2.1	N2	इसे	this_soul	-	-
5.1	आश्चर्यवत्	8		आश्चर्यवत्{नपुं;1;एक}/आश्चर्यवत्{नपुं;2;एक}/आश्चर्यवत्{नपुं;8;एक}	आश्चर्यवत्{अव्य}	क्रियाविशेषणम्,6.1	क्रियाविशेषणम्,6.1	NA	आश्चर्य_की_भाँति	as_marvellous	-	-
6.1	वदति	9		वदत्{पुं;7;एक}/वदत्{नपुं;7;एक}/वद्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;वदँ;भ्वादिः}	वद्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;वदँ;भ्वादिः}	अभिहित_कर्ता,9.1;सकर्मकः.1	अभिहित_कर्ता,9.1;सकर्मकः.1	KP	वर्णन_करता_है	speaks_thereof	-	-
7.1	तथा	5	तथैव	तथा{अव्य}	तथा{अव्य}	क्रियाविशेषणम्,6.1	क्रियाविशेषणम्,6.1	NA	वैसे_ही	likewise	-	-
7.1.1	एव			एव{अव्य}	एव{अव्य}	सम्बन्धः,7.1	सम्बन्धः,7.1	NA				
8.1	च	6	चान्यः	च{अव्य}	च{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	और	and	-	-
9.1	अन्यः	7		अन्य{पुं;1;एक}	अन्य{पुं;1;एक}	कर्ता,6.1	कर्ता,6.1	N1	दूसरा_कोई	another	-	-
10.1	आश्चर्यवत्	13	आश्चर्यवच्चैनमन्यः	आश्चर्यवत्{नपुं;1;एक}/आश्चर्यवत्{नपुं;2;एक}/आश्चर्यवत्{नपुं;8;एक}	आश्चर्यवत्{अव्य}	क्रियाविशेषणम्,14.1	क्रियाविशेषणम्,14.1	NA	आश्चर्य_की_भाँति	similarly_as_marvelleous	-	-
11.1	च	11		च{अव्य}	च{अव्य}	सम्बन्धः,14.1	सम्बन्धः,14.1	NA	तथा	also	-	-
12.1	एनम्	12		इदम्{पुं;2;एक}	इदम्{पुं;2;एक}	कर्म,6.1	कर्म,6.1	N2	इसे	this_soul	-	-
13.1	अन्यः	10		अन्य{पुं;1;एक}	अन्य{पुं;1;एक}	कर्ता,14.1	कर्ता,14.1	N1	दूसरा_कोई	another	-	-
14.1	शृणोति	14	शृणोति	श्रु1{कर्तरि;लट्;प्र;एक;परस्मैपदी;श्रु;भ्वादिः}	श्रु1{कर्तरि;लट्;प्र;एक;परस्मैपदी;श्रु;भ्वादिः}	अभिहित_कर्ता,14.1;सकर्मकः.1	अभिहित_कर्ता,14.1;सकर्मकः.1	KP	सुनता_है	hears	-	-
15.1	श्रुत्वा	17	श्रुत्वाप्येनं	श्रु1{कृत्_प्रत्ययः:क्त्वा;श्रु;भ्वादिः}/श्रु{कृत्_प्रत्ययः:त्वा;श्रु;भ्वादिः}	श्रु1{कृत्_प्रत्ययः:क्त्वा;श्रु;भ्वादिः}	पूर्वकालः,18.1	पूर्वकालः,18.1	NA	सुनकर	on_hearing_of_it	-	-
16.1	अपि	18		अपि{अव्य}	अपि{अव्य}	सम्बन्धः,15.1	सम्बन्धः,15.1	NA	भी	even	-	-
17.1	एनम्	16		इदम्{पुं;2;एक}	इदम्{पुं;2;एक}	कर्म,14.1	कर्म,14.1	N2	इसे	this_soul	-	-
18.1	वेद	22	वेद	वेद{पुं;8;एक}/विद्1{कर्तरि;लट्;उ;एक;परस्मैपदी;विदँ;अदादिः}/विद्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;विदँ;अदादिः}	विद्1{कर्तरि;लट्;उ;एक;परस्मैपदी;विदँ;अदादिः}	अभिहित_कर्ता,21.1;सकर्मकः.1	अभिहित_कर्ता,21.1;सकर्मकः.1	KP	जानता	know	-	-
19.1	न	19	न	न{अव्य}	न{अव्य}	प्रतिषेधः,18.1	प्रतिषेधः,18.1	NA	नहीं	not	-	-
19.1.1	एव	20		एव{अव्य}	एव{अव्य}	सम्बन्धः,19.1	सम्बन्धः,19.1	NA	-	-	-	-
20.1	च	21	चैव	च{अव्य}	च{अव्य}	सम्बन्धः,18.1	सम्बन्धः,18.1	NA	और	and	-	-
21.1	कश्चित्	15	कश्चित्	कश्चित्{अव्य}/किञ्चित्{पुं;1;एक}	किञ्चित्{पुं;1;एक}	कर्ता,18.1	कर्ता,18.1	N1	कोई-कोई	there_are_some_who	-	-
index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	देही	5	देही	देहिन्{पुं;1;एक}	देहिन्{पुं;1;एक}	कर्ता,7.1.1	कर्ता,7.1.1	N1	आत्मा	the_dweller_in_the_body	-	-
2.1	नित्यम्	6	नित्यमवध्योऽयं	नित्य{पुं;2;एक}/नित्य{नपुं;1;एक}/नित्य{नपुं;2;एक}	नित्य{नपुं;1;एक}	क्रियाविशेषणम्,3.2	क्रियाविशेषणम्,3.2	N1	सदा_ही	eternally	-	-
3.1	अ-	7		अ	अ	नञ्-तत्पुरुषः,3.2	नञ्-तत्पुरुषः,3.2	CP	अवध्य	never_be_slain	<न-वध्यः>Tn	-
3.2	वध्यः	-	-	वध्य{पुं;1;एक}/हन्1{कृत्_प्रत्ययः:यत्;हनँ;अदादिः(वध्य;पुं;1;एक)}	हन्1{कृत्_प्रत्ययः:यत्;हनँ;अदादिः(वध्य;पुं;1;एक)}	विधेय_विशेषणम्,1.1	विधेय_विशेषणम्,1.1	N1				-
4.1	अयम्	4		अय{पुं;2;एक}/इदम्{पुं;1;एक}	इदम्{पुं;1;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N1	यह	this_(soul)	-	-
5.1	देहे	3	देहे	देह{पुं;7;एक}/देह{नपुं;1;द्वि}/देह{नपुं;2;द्वि}/देह{नपुं;7;एक}/देह{नपुं;8;द्वि}/दह्1{कर्मणि;लिट्;उ;एक;आत्मनेपदी;दहँ;भ्वादिः}/दह्1{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;दहँ;भ्वादिः}	देह{नपुं;7;एक}	अधिकरणम्,7.1.1	अधिकरणम्,7.1.1	N7	शरीर_में	in_the_bodies	-	-
